ilan_id,portfoy_tipi,ilan_turu,mahalle,oda_sayisi,metrekare,fiyat,onceki_fiyat,ilan_tarihi,son_fiyat_guncelleme,durum,fiyat_m2,ilan_yasi_gun,fiyat_degisimi_yuzde,portfoy_oncelik_skoru
TRS-00198,Daire,Kiralık,Kızılmurat,3+1,198,14000,13000,2026-03-23,2026-06-29,Aktif,70.71,147,7.69,40.0
TRS-00199,Ofis,Satılık,Yeşil Mahalle,1+0,104,2595000,2595000,2026-07-27,,Aktif,24951.92,21,0.0,17.0
TRS-00200,Daire,Kiralık,Kızılmurat,2+1,109,10400,11000,2026-06-08,2026-07-13,Aktif,95.41,70,-5.45,28.8
TRS-00201,Daire,Satılık,Eski Yol,2+1,190,4180000,4180000,2026-08-03,,Aktif,22000.0,14,0.0,14.7
TRS-00202,Müstakil Ev,Satılık,Yeşil Mahalle,3+1,274,5835000,6665000,2026-03-29,2026-07-27,Aktif,21295.62,141,-12.45,52.4
TRS-00203,Daire,Satılık,Kızılmurat,3+1,128,2796000,2958000,2026-08-01,2026-08-14,Aktif,21843.75,16,-5.48,10.8
TRS-00204,Dükkan,Satılık,Yeni Mahalle,1+0,146,6718000,6146000,2026-08-07,2026-08-10,Aktif,46013.7,10,9.31,3.3
TRS-00205,Dükkan,Satılık,Akşemsettin,3+0,116,3821000,3821000,2026-05-23,,Aktif,32939.66,86,0.0,38.7
TRS-00206,Daire,Satılık,Reşadiye,4+1,184,3827000,3827000,2026-07-19,,Aktif,20798.91,29,0.0,19.7
TRS-00207,Daire,Satılık,Kızılmurat,3+1,58,1503000,1703000,2026-03-24,2026-07-23,Aktif,25913.79,146,-11.74,51.7
TRS-00208,Villa,Kiralık,Mithatpaşa,4+1,182,18800,20000,2026-06-30,2026-07-17,Aktif,103.3,48,-6.0,22.0
TRS-00209,Daire,Kiralık,Akşemsettin,3+1,123,10300,10300,2026-03-23,,Aktif,83.74,147,0.0,50.0
TRS-00210,Daire,Satılık,Yeşil Mahalle,4+1,85,2034000,2251000,2026-05-05,2026-07-08,Aktif,23929.41,104,-9.64,44.3
TRS-00211,Daire,Satılık,Akşemsettin,2+1,111,3049000,3397000,2026-04-22,2026-05-31,Aktif,27468.47,117,-10.24,49.2
TRS-00212,Müstakil Ev,Satılık,Kızılmurat,3+1,295,7383000,8072000,2026-03-17,2026-08-06,Aktif,25027.12,153,-8.54,48.5
TRS-00213,Daire,Satılık,Yeşil Mahalle,2+1,70,1838000,1838000,2026-07-09,,Aktif,26257.14,39,0.0,23.0
TRS-00214,Daire,Satılık,Reşadiye,4+1,204,3958000,4321000,2026-04-08,2026-08-09,Aktif,19401.96,131,-8.4,48.4
TRS-00215,Daire,Kiralık,Kızılmurat,1+1,133,10100,11000,2026-08-16,2026-08-16,Aktif,75.94,1,-8.18,8.5
TRS-00216,Daire,Satılık,Gaziler,4+1,72,2096000,2096000,2026-05-04,,Aktif,29111.11,105,0.0,45.0
TRS-00217,Müstakil Ev,Kiralık,Şahin,5+1,195,19900,19000,2026-05-12,2026-05-21,Aktif,102.05,97,4.74,32.3
TRS-00218,Daire,Kiralık,Şahin,2+1,85,11400,11000,2026-05-08,2026-07-19,Aktif,134.12,101,3.64,33.7
TRS-00219,Daire,Kiralık,Akşemsettin,4+1,191,21400,24000,2026-06-14,2026-07-28,Aktif,112.04,64,-10.83,32.2
TRS-00220,Daire,Kiralık,Gaziler,1+1,212,21400,21400,2026-07-30,,Aktif,100.94,18,0.0,16.0
TRS-00221,Daire,Satılık,Yeni Mahalle,1+1,117,3941000,3565000,2026-06-18,2026-06-29,Aktif,33683.76,60,10.55,20.0
TRS-00222,Ofis,Satılık,Reşadiye,2+0,177,4302000,4505000,2026-02-25,2026-07-17,Aktif,24305.08,173,-4.51,44.5
TRS-00223,Daire,Kiralık,Reşadiye,1+1,125,9900,11000,2026-03-18,2026-07-25,Aktif,79.2,152,-10.0,50.0
TRS-00224,Daire,Kiralık,Kızılmurat,4+1,219,20500,22000,2026-05-27,2026-06-25,Aktif,93.61,82,-6.82,34.2
TRS-00225,Daire,Satılık,Reşadiye,2+1,131,3262000,3412000,2026-08-02,2026-08-10,Aktif,24900.76,15,-4.4,9.4
TRS-00226,Daire,Kiralık,Bahçe,1+1,220,27200,27200,2026-05-14,,Aktif,123.64,95,0.0,41.7
TRS-00227,Daire,Kiralık,Bahçe,1+1,209,25300,24000,2026-06-29,2026-07-10,Aktif,121.05,49,5.42,16.3
TRS-00228,Daire,Kiralık,Kızılmurat,1+1,132,8900,9000,2026-06-29,2026-08-09,Aktif,67.42,49,-1.11,17.4
TRS-00229,Daire,Satılık,Bahçe,2+1,156,4638000,4949000,2026-06-05,2026-06-09,Aktif,29730.77,73,-6.28,30.6
TRS-00230,Daire,Kiralık,Yeşil Mahalle,1+1,174,17900,17000,2026-04-18,2026-07-07,Aktif,102.87,121,5.29,40.0
TRS-00231,Daire,Satılık,Mithatpaşa,1+1,92,2122000,2236000,2026-03-20,2026-06-24,Aktif,23065.22,150,-5.1,45.1
TRS-00232,Daire,Satılık,Bahçe,3+1,182,4876000,4568000,2026-04-13,2026-05-26,Aktif,26791.21,126,6.74,40.0
TRS-00233,Daire,Kiralık,Yeşil Mahalle,1+1,102,9000,8000,2026-07-28,2026-08-15,Aktif,88.24,20,12.5,6.7
TRS-00234,Daire,Satılık,Bahçe,2+1,57,1668000,1668000,2026-05-13,,Aktif,29263.16,96,0.0,42.0
TRS-00235,Dükkan,Kiralık,Eski Yol,1+0,44,3700,3700,2026-05-03,,Aktif,84.09,106,0.0,45.3
TRS-00236,Müstakil Ev,Kiralık,Reşadiye,5+1,104,9400,9400,2026-07-02,,Aktif,90.38,46,0.0,25.3
TRS-00237,Daire,Satılık,Gaziler,3+1,104,3991000,4305000,2026-06-09,2026-08-06,Aktif,38375.0,69,-7.29,30.3
TRS-00238,Daire,Satılık,Eski Yol,1+1,131,2897000,3115000,2026-03-03,2026-08-05,Aktif,22114.5,167,-7.0,47.0
TRS-00239,Daire,Satılık,Kızılmurat,1+1,98,2310000,2617000,2026-04-27,2026-07-05,Aktif,23571.43,112,-11.73,49.1
TRS-00240,Dükkan,Satılık,Gaziler,1+0,98,4439000,5064000,2026-02-20,2026-06-17,Aktif,45295.92,178,-12.34,52.3
TRS-00241,Dükkan,Satılık,Akşemsettin,2+0,85,2258000,2180000,2026-06-24,2026-06-29,Aktif,26564.71,54,3.58,18.0
TRS-00242,Daire,Satılık,Gaziler,4+1,200,7348000,7348000,2026-03-31,,Aktif,36740.0,139,0.0,50.0
TRS-00243,Müstakil Ev,Satılık,Şahin,4+1,228,5943000,5943000,2026-04-27,,Aktif,26065.79,112,0.0,47.3
TRS-00244,Daire,Kiralık,Gaziler,1+1,138,17600,19000,2026-04-23,2026-07-02,Aktif,127.54,116,-7.37,46.0
TRS-00245,Daire,Kiralık,Şahin,3+1,76,9300,9300,2026-07-29,,Aktif,122.37,19,0.0,16.3
TRS-00246,Daire,Satılık,Şahin,3+1,154,4510000,4510000,2026-07-24,,Aktif,29285.71,24,0.0,18.0
TRS-00247,Daire,Kiralık,Akşemsettin,2+1,81,5800,6000,2026-04-28,2026-06-06,Aktif,71.6,111,-3.33,40.3
TRS-00248,Daire,Satılık,Gaziler,3+1,207,8062000,8062000,2026-08-13,,Aktif,38946.86,4,0.0,11.3
TRS-00249,Müstakil Ev,Satılık,Mithatpaşa,3+1,246,6569000,6569000,2026-07-04,,Aktif,26703.25,44,0.0,24.7
TRS-00250,Daire,Satılık,Akşemsettin,2+1,71,1921000,1921000,2026-05-01,,Aktif,27056.34,108,0.0,46.0
TRS-00251,Daire,Satılık,Gaziler,4+1,215,7687000,8793000,2026-06-27,2026-08-08,Aktif,35753.49,51,-12.58,29.6
TRS-00252,Villa,Kiralık,Yeşil Mahalle,4+1,365,33900,31000,2026-04-28,2026-05-25,Aktif,92.88,111,9.35,37.0
TRS-00253,Daire,Satılık,Yeşil Mahalle,3+1,177,4036000,3837000,2026-05-07,2026-07-10,Aktif,22802.26,102,5.19,34.0
TRS-00254,Müstakil Ev,Kiralık,Eski Yol,4+1,196,16600,19000,2026-05-08,2026-06-05,Aktif,84.69,101,-12.63,46.3
TRS-00255,Daire,Satılık,Şahin,2+1,173,5208000,5019000,2026-06-03,2026-08-08,Aktif,30104.05,75,3.77,25.0
TRS-00256,Daire,Satılık,Mithatpaşa,3+1,217,4969000,4969000,2026-03-01,,Aktif,22898.62,169,0.0,50.0
TRS-00257,Müstakil Ev,Satılık,Mithatpaşa,5+1,214,5525000,5715000,2026-04-02,2026-05-20,Aktif,25817.76,137,-3.32,43.3
TRS-00258,Müstakil Ev,Satılık,Yeşil Mahalle,3+1,127,3430000,3430000,2026-05-18,,Aktif,27007.87,91,0.0,40.3
TRS-00259,Daire,Kiralık,Eski Yol,4+1,139,7700,7700,2026-07-22,,Aktif,55.4,26,0.0,18.7
TRS-00260,Müstakil Ev,Satılık,Reşadiye,4+1,214,4646000,5342000,2026-02-24,2026-06-13,Aktif,21710.28,174,-13.03,53.0
TRS-00261,Daire,Kiralık,Kızılmurat,1+1,76,7300,7300,2026-07-11,,Aktif,96.05,37,0.0,22.3
TRS-00262,Daire,Satılık,Yeşil Mahalle,4+1,188,4568000,4742000,2026-07-23,2026-07-25,Aktif,24297.87,25,-3.67,12.0
TRS-00263,Villa,Satılık,Yeni Mahalle,4+1,165,6645000,7284000,2026-02-24,2026-07-16,Aktif,40272.73,174,-8.77,48.8
TRS-00264,Daire,Kiralık,Yeşil Mahalle,4+1,114,10700,12000,2026-06-30,2026-07-20,Aktif,93.86,48,-10.83,26.8
TRS-00265,Daire,Kiralık,Bahçe,1+1,154,17200,17200,2026-06-25,,Aktif,111.69,53,0.0,27.7
TRS-00266,Daire,Satılık,Gaziler,3+1,148,4597000,4597000,2026-07-18,,Aktif,31060.81,30,0.0,20.0
TRS-00267,Daire,Kiralık,Kızılmurat,4+1,207,17700,17700,2026-03-19,,Aktif,85.51,151,0.0,50.0
TRS-00268,Villa,Satılık,Yeşil Mahalle,5+1,368,11103000,11615000,2026-06-01,2026-06-02,Aktif,30171.2,77,-4.41,30.1
TRS-00269,Daire,Satılık,Gaziler,3+1,101,3730000,4014000,2026-04-08,2026-06-01,Aktif,36930.69,131,-7.08,47.1
TRS-00270,Daire,Satılık,Şahin,2+1,197,6036000,6036000,2026-07-12,,Aktif,30639.59,36,0.0,22.0
TRS-00271,Daire,Kiralık,Kızılmurat,4+1,57,3600,4000,2026-05-10,2026-06-13,Aktif,63.16,99,-10.0,43.0
TRS-00272,Daire,Kiralık,Kızılmurat,2+1,180,11000,12000,2026-08-09,2026-08-13,Aktif,61.11,8,-8.33,11.0
TRS-00273,Daire,Kiralık,Reşadiye,4+1,199,15800,15000,2026-07-19,2026-08-08,Aktif,79.4,29,5.33,9.7
TRS-00274,Daire,Satılık,Yeşil Mahalle,2+1,167,4995000,4614000,2026-07-21,2026-07-27,Aktif,29910.18,27,8.26,9.0
TRS-00275,Daire,Kiralık,Yeni Mahalle,4+1,77,11100,12000,2026-07-17,2026-08-09,Aktif,144.16,31,-7.5,17.8
TRS-00276,Dükkan,Kiralık,Yeşil Mahalle,3+0,82,6600,7000,2026-06-25,2026-06-26,Aktif,80.49,53,-5.71,23.4
TRS-00277,Daire,Satılık,Akşemsettin,3+1,137,3519000,3358000,2026-06-09,2026-06-12,Aktif,25686.13,69,4.79,23.0
TRS-00278,Daire,Kiralık,Gaziler,3+1,70,10000,11000,2026-07-15,2026-08-08,Aktif,142.86,33,-9.09,20.1
TRS-00279,Müstakil Ev,Kiralık,Bahçe,3+1,225,23400,26000,2026-06-09,2026-06-29,Aktif,104.0,69,-10.0,33.0
TRS-00280,Daire,Kiralık,Gaziler,4+1,149,22200,21000,2026-05-25,2026-08-05,Aktif,148.99,84,5.71,28.0
TRS-00281,Dükkan,Kiralık,Yeşil Mahalle,2+0,95,11300,11300,2026-04-12,,Aktif,118.95,127,0.0,50.0
TRS-00282,Daire,Satılık,Akşemsettin,4+1,199,6049000,6799000,2026-02-23,2026-08-11,Aktif,30396.98,175,-11.03,51.0
TRS-00283,Daire,Satılık,Kızılmurat,4+1,167,3266000,3266000,2026-04-29,,Aktif,19556.89,110,0.0,46.7
TRS-00284,Dükkan,Kiralık,Şahin,2+0,80,7400,7400,2026-05-16,,Aktif,92.5,93,0.0,41.0
TRS-00285,Daire,Satılık,Yeşil Mahalle,4+1,68,1817000,2025000,2026-02-18,2026-06-23,Aktif,26720.59,180,-10.27,50.3
TRS-00286,Daire,Satılık,Yeni Mahalle,2+1,88,3087000,3087000,2026-04-25,,Aktif,35079.55,114,0.0,48.0
TRS-00287,Villa,Kiralık,Yeşil Mahalle,3+1,337,32000,29000,2026-06-19,2026-07-01,Aktif,94.96,59,10.34,19.7
TRS-00288,Dükkan,Satılık,Yeşil Mahalle,1+0,137,4232000,4232000,2026-02-24,,Aktif,30890.51,174,0.0,50.0
TRS-00289,Daire,Satılık,Reşadiye,3+1,167,4052000,4389000,2026-03-09,2026-06-25,Aktif,24263.47,161,-7.68,47.7
TRS-00290,Daire,Satılık,Bahçe,1+1,90,2710000,2837000,2026-05-10,2026-06-23,Aktif,30111.11,99,-4.48,37.5
TRS-00291,Daire,Satılık,Akşemsettin,3+1,196,5941000,5941000,2026-02-21,,Aktif,30311.22,177,0.0,50.0
TRS-00292,Daire,Satılık,Akşemsettin,3+1,155,4504000,4984000,2026-06-16,2026-08-09,Aktif,29058.06,62,-9.63,30.3
TRS-00293,Daire,Satılık,Gaziler,3+1,147,4453000,4994000,2026-03-24,2026-06-08,Aktif,30292.52,146,-10.83,50.8
TRS-00294,Daire,Satılık,Gaziler,3+1,58,1814000,2005000,2026-08-01,2026-08-04,Aktif,31275.86,16,-9.53,14.9
TRS-00295,Müstakil Ev,Kiralık,Reşadiye,5+1,279,16400,18000,2026-04-01,2026-07-28,Aktif,58.78,138,-8.89,48.9
TRS-00296,Dükkan,Satılık,Reşadiye,2+0,177,4419000,4587000,2026-03-07,2026-05-25,Aktif,24966.1,163,-3.66,43.7
TRS-00297,Müstakil Ev,Satılık,Mithatpaşa,3+1,114,2458000,2458000,2026-04-27,,Aktif,21561.4,112,0.0,47.3
TRS-00298,Daire,Kiralık,Eski Yol,1+1,99,5100,5000,2026-07-12,2026-08-06,Aktif,51.52,36,2.0,12.0
TRS-00299,Müstakil Ev,Kiralık,Reşadiye,4+1,142,8600,8000,2026-06-09,2026-08-01,Aktif,60.56,69,7.5,23.0
TRS-00300,Daire,Satılık,Mithatpaşa,1+1,122,3060000,2795000,2026-04-08,2026-06-14,Aktif,25081.97,131,9.48,40.0
TRS-00301,Daire,Satılık,Şahin,1+1,201,5608000,5608000,2026-04-08,,Aktif,27900.5,131,0.0,50.0
TRS-00302,Daire,Kiralık,Yeni Mahalle,4+1,148,21800,25000,2026-07-02,2026-08-14,Aktif,147.3,46,-12.8,28.1
TRS-00303,Daire,Satılık,Mithatpaşa,3+1,161,3727000,4242000,2026-07-28,2026-08-13,Aktif,23149.07,20,-12.14,18.8
TRS-00304,Daire,Satılık,Şahin,1+1,157,5449000,5974000,2026-06-05,2026-07-08,Aktif,34707.01,73,-8.79,33.1
TRS-00305,Daire,Kiralık,Yeni Mahalle,3+1,199,26900,26000,2026-06-15,2026-07-10,Aktif,135.18,63,3.46,21.0
TRS-00306,Müstakil Ev,Satılık,Bahçe,2+1,138,4627000,4627000,2026-08-10,,Aktif,33528.99,7,0.0,12.3
TRS-00307,Daire,Satılık,Yeşil Mahalle,1+1,140,3905000,4270000,2026-05-12,2026-07-08,Aktif,27892.86,97,-8.55,40.9
TRS-00308,Daire,Satılık,Bahçe,3+1,91,2289000,2604000,2026-06-18,2026-07-14,Aktif,25153.85,60,-12.1,32.1
TRS-00309,Ofis,Satılık,Kızılmurat,1+0,178,4414000,4579000,2026-03-06,2026-08-07,Aktif,24797.75,164,-3.6,43.6
TRS-00310,Daire,Kiralık,Şahin,4+1,135,15800,15800,2026-05-25,,Aktif,117.04,84,0.0,38.0
TRS-00311,Daire,Satılık,Akşemsettin,1+1,89,2173000,2378000,2026-07-05,2026-07-27,Aktif,24415.73,43,-8.62,23.0
TRS-00312,Daire,Kiralık,Bahçe,1+1,122,9300,9300,2026-02-22,,Aktif,76.23,176,0.0,50.0
TRS-00313,Daire,Kiralık,Eski Yol,1+1,92,7400,8000,2026-05-17,2026-08-10,Aktif,80.43,92,-7.5,38.2
TRS-00314,Daire,Kiralık,Şahin,2+1,170,13700,14000,2026-07-21,2026-08-12,Aktif,80.59,27,-2.14,11.1
TRS-00315,Daire,Kiralık,Bahçe,1+1,150,15700,16000,2026-06-11,2026-08-07,Aktif,104.67,67,-1.88,24.2
TRS-00316,Villa,Satılık,Kızılmurat,4+1,391,8833000,8833000,2026-04-20,,Aktif,22590.79,119,0.0,49.7
TRS-00317,Daire,Kiralık,Eski Yol,1+1,182,12200,12200,2026-04-29,,Aktif,67.03,110,0.0,46.7
TRS-00318,Dükkan,Kiralık,Bahçe,2+0,111,15500,17000,2026-08-08,2026-08-13,Aktif,139.64,9,-8.82,11.8
TRS-00319,Daire,Satılık,Reşadiye,4+1,126,2489000,2752000,2026-06-26,2026-06-26,Aktif,19753.97,52,-9.56,26.9
TRS-00320,Müstakil Ev,Kiralık,Reşadiye,4+1,300,22800,22800,2026-04-14,,Aktif,76.0,125,0.0,50.0
TRS-00321,Daire,Kiralık,Eski Yol,2+1,124,6500,6500,2026-03-17,,Aktif,52.42,153,0.0,50.0
TRS-00322,Daire,Kiralık,Akşemsettin,3+1,190,20700,22000,2026-06-18,2026-08-10,Aktif,108.95,60,-5.91,25.9
TRS-00323,Villa,Satılık,Reşadiye,3+1,355,9033000,9946000,2026-05-09,2026-07-25,Aktif,25445.07,100,-9.18,42.5
TRS-00324,Dükkan,Satılık,Yeşil Mahalle,3+0,220,6155000,5951000,2026-03-24,2026-06-05,Aktif,27977.27,146,3.43,40.0
TRS-00325,Daire,Satılık,Kızılmurat,1+1,180,3650000,3760000,2026-06-18,2026-08-15,Aktif,20277.78,60,-2.93,22.9
TRS-00326,Daire,Satılık,Eski Yol,2+1,142,3410000,3410000,2026-05-26,,Aktif,24014.08,83,0.0,37.7
TRS-00327,Daire,Satılık,Şahin,3+1,83,2954000,3078000,2026-05-13,2026-05-24,Aktif,35590.36,96,-4.03,36.0
TRS-00328,Daire,Satılık,Akşemsettin,4+1,166,4828000,5511000,2026-07-03,2026-07-12,Aktif,29084.34,45,-12.39,27.4
TRS-00329,Daire,Satılık,Yeşil Mahalle,3+1,151,4179000,4179000,2026-06-02,,Aktif,27675.5,76,0.0,35.3
TRS-00330,Dükkan,Kiralık,Yeni Mahalle,3+0,237,23800,23800,2026-03-15,,Aktif,100.42,155,0.0,50.0
TRS-00331,Daire,Satılık,Eski Yol,2+1,182,3604000,3604000,2026-07-28,,Aktif,19802.2,20,0.0,16.7
TRS-00332,Daire,Satılık,Yeşil Mahalle,3+1,218,5484000,5484000,2026-06-10,,Aktif,25155.96,68,0.0,32.7
TRS-00333,Daire,Satılık,Gaziler,1+1,55,1831000,1969000,2026-05-01,2026-06-25,Aktif,33290.91,108,-7.01,43.0
TRS-00334,Daire,Kiralık,Reşadiye,2+1,202,12600,13000,2026-07-29,2026-08-15,Aktif,62.38,19,-3.08,9.4
TRS-00335,Daire,Satılık,Gaziler,2+1,151,5646000,6483000,2026-03-29,2026-08-05,Aktif,37390.73,141,-12.91,52.9
TRS-00336,Müstakil Ev,Kiralık,Kızılmurat,3+1,267,22800,22800,2026-04-27,,Aktif,85.39,112,0.0,47.3
TRS-00337,Daire,Satılık,Gaziler,3+1,159,5811000,5811000,2026-06-01,,Aktif,36547.17,77,0.0,35.7
TRS-00338,Daire,Kiralık,Yeni Mahalle,1+1,94,10300,10300,2026-04-29,,Aktif,109.57,110,0.0,46.7
TRS-00339,Daire,Satılık,Eski Yol,2+1,61,1138000,1052000,2026-06-03,2026-06-17,Aktif,18655.74,75,8.17,25.0
TRS-00340,Daire,Kiralık,Mithatpaşa,4+1,78,5500,6000,2026-05-11,2026-06-20,Aktif,70.51,98,-8.33,41.0
TRS-00341,Daire,Kiralık,Akşemsettin,1+1,199,15100,17000,2026-02-19,2026-08-06,Aktif,75.88,179,-11.18,51.2
TRS-00342,Ofis,Satılık,Mithatpaşa,1+0,171,5034000,5751000,2026-04-05,2026-06-09,Aktif,29438.6,134,-12.47,52.5
TRS-00343,Dükkan,Kiralık,Eski Yol,1+0,116,9000,9000,2026-08-08,2026-08-08,Aktif,77.59,9,0.0,3.0
TRS-00344,Daire,Kiralık,Eski Yol,2+1,99,9000,9000,2026-06-28,,Aktif,90.91,50,0.0,26.7
TRS-00345,Daire,Kiralık,Mithatpaşa,2+1,106,10800,10800,2026-06-11,,Aktif,101.89,67,0.0,32.3
TRS-00346,Daire,Kiralık,Gaziler,3+1,196,27900,27000,2026-04-05,2026-08-15,Aktif,142.35,134,3.33,40.0
TRS-00347,Müstakil Ev,Satılık,Reşadiye,3+1,206,4087000,3862000,2026-03-19,2026-08-04,Aktif,19839.81,151,5.83,40.0
TRS-00348,Müstakil Ev,Kiralık,Gaziler,4+1,205,22600,24000,2026-04-14,2026-06-17,Aktif,110.24,125,-5.83,45.8
TRS-00349,Daire,Kiralık,Şahin,4+1,64,8200,8000,2026-05-24,2026-08-10,Aktif,128.12,85,2.5,28.3
TRS-00350,Daire,Kiralık,Yeşil Mahalle,3+1,134,14000,16000,2026-02-19,2026-07-18,Aktif,104.48,179,-12.5,52.5
TRS-00351,Müstakil Ev,Kiralık,Kızılmurat,5+1,168,14300,14300,2026-07-25,,Aktif,85.12,23,0.0,17.7
TRS-00352,Dükkan,Kiralık,Bahçe,2+0,229,30200,27000,2026-05-13,2026-06-12,Aktif,131.88,96,11.85,32.0
TRS-00353,Daire,Satılık,Reşadiye,2+1,99,2518000,2609000,2026-06-26,2026-08-01,Aktif,25434.34,52,-3.49,20.8
TRS-00354,Müstakil Ev,Kiralık,Yeşil Mahalle,5+1,194,17000,18000,2026-03-07,2026-05-21,Aktif,87.63,163,-5.56,45.6
TRS-00355,Daire,Kiralık,Eski Yol,3+1,205,13400,14000,2026-06-11,2026-08-05,Aktif,65.37,67,-4.29,26.6
TRS-00356,Dükkan,Satılık,Şahin,3+0,96,3076000,3076000,2026-06-25,,Aktif,32041.67,53,0.0,27.7
TRS-00357,Daire,Satılık,Mithatpaşa,2+1,176,4642000,5230000,2026-03-16,2026-07-19,Aktif,26375.0,154,-11.24,51.2
TRS-00358,Müstakil Ev,Kiralık,Akşemsettin,5+1,208,23600,23600,2026-04-21,,Aktif,113.46,118,0.0,49.3
TRS-00359,Daire,Kiralık,Kızılmurat,1+1,204,11800,13000,2026-02-28,2026-06-30,Aktif,57.84,170,-9.23,49.2
TRS-00360,Daire,Satılık,Akşemsettin,1+1,178,4651000,5187000,2026-06-07,2026-07-12,Aktif,26129.21,71,-10.33,34.0
TRS-00361,Daire,Satılık,Akşemsettin,4+1,69,2014000,2014000,2026-02-23,,Aktif,29188.41,175,0.0,50.0
TRS-00362,Daire,Kiralık,Yeni Mahalle,4+1,121,13600,13000,2026-08-07,2026-08-07,Aktif,112.4,10,4.62,3.3
TRS-00363,Daire,Kiralık,Bahçe,3+1,146,17400,19000,2026-03-01,2026-07-24,Aktif,119.18,169,-8.42,48.4
TRS-00364,Müstakil Ev,Satılık,Akşemsettin,4+1,274,7983000,7453000,2026-06-21,2026-06-30,Aktif,29135.04,57,7.11,19.0
TRS-00365,Daire,Kiralık,Yeşil Mahalle,1+1,173,14900,17000,2026-03-07,2026-05-29,Aktif,86.13,163,-12.35,52.4
TRS-00366,Daire,Kiralık,Reşadiye,3+1,190,13900,13900,2026-07-09,,Aktif,73.16,39,0.0,23.0
TRS-00367,Daire,Kiralık,Bahçe,3+1,91,11000,13000,2026-07-01,2026-07-16,Aktif,120.88,47,-15.38,31.0
TRS-00368,Daire,Satılık,Yeşil Mahalle,3+1,170,3924000,4401000,2026-07-04,2026-08-06,Aktif,23082.35,44,-10.84,25.5
TRS-00369,Daire,Kiralık,Gaziler,4+1,217,24300,27000,2026-04-16,2026-08-12,Aktif,111.98,123,-10.0,50.0
TRS-00370,Dükkan,Satılık,Yeni Mahalle,3+0,44,1465000,1465000,2026-06-14,,Aktif,33295.45,64,0.0,31.3
TRS-00371,Daire,Satılık,Yeşil Mahalle,3+1,153,3475000,3475000,2026-08-05,,Aktif,22712.42,12,0.0,14.0
TRS-00372,Daire,Kiralık,Akşemsettin,2+1,166,14300,16000,2026-04-13,2026-07-23,Aktif,86.14,126,-10.62,50.6
TRS-00373,Daire,Satılık,Mithatpaşa,2+1,88,2387000,2645000,2026-03-19,2026-08-01,Aktif,27125.0,151,-9.75,49.8
TRS-00374,Daire,Kiralık,Yeni Mahalle,1+1,191,23900,22000,2026-08-04,2026-08-06,Aktif,125.13,13,8.64,4.3
TRS-00375,Daire,Kiralık,Gaziler,3+1,86,10000,10000,2026-07-08,,Aktif,116.28,40,0.0,23.3
TRS-00376,Daire,Satılık,Yeni Mahalle,3+1,188,6827000,6827000,2026-02-18,,Aktif,36313.83,180,0.0,50.0
TRS-00377,Daire,Satılık,Gaziler,1+1,127,4828000,4828000,2026-04-11,,Aktif,38015.75,128,0.0,50.0
TRS-00378,Müstakil Ev,Satılık,Bahçe,5+1,191,5190000,5645000,2026-08-06,2026-08-13,Aktif,27172.77,11,-8.06,11.7
TRS-00379,Daire,Satılık,Bahçe,4+1,83,2134000,1938000,2026-07-24,2026-08-14,Aktif,25710.84,24,10.11,8.0
TRS-00380,Daire,Kiralık,Akşemsettin,3+1,130,12000,11000,2026-07-22,2026-08-15,Aktif,92.31,26,9.09,8.7
TRS-00381,Daire,Satılık,Yeşil Mahalle,1+1,79,1685000,1916000,2026-07-12,2026-08-06,Aktif,21329.11,36,-12.06,24.1
TRS-00382,Daire,Satılık,Eski Yol,3+1,150,2811000,3025000,2026-05-06,2026-06-19,Aktif,18740.0,103,-7.07,41.4
TRS-00383,Müstakil Ev,Satılık,Kızılmurat,3+1,128,3220000,3669000,2026-08-01,2026-08-11,Aktif,25156.25,16,-12.24,17.6
TRS-00384,Villa,Kiralık,Kızılmurat,5+1,206,17000,16000,2026-05-17,2026-05-21,Aktif,82.52,92,6.25,30.7
TRS-00385,Daire,Kiralık,Şahin,4+1,83,8400,8400,2026-07-31,,Aktif,101.2,17,0.0,15.7
TRS-00386,Daire,Satılık,Yeşil Mahalle,1+1,141,3530000,3986000,2026-06-14,2026-06-28,Aktif,25035.46,64,-11.44,32.8
TRS-00387,Daire,Satılık,Eski Yol,4+1,184,4331000,4331000,2026-07-05,,Aktif,23538.04,43,0.0,24.3
TRS-00388,Daire,Kiralık,Kızılmurat,1+1,126,10200,9000,2026-03-29,2026-06-26,Aktif,80.95,141,13.33,40.0
TRS-00389,Villa,Kiralık,Kızılmurat,4+1,182,15600,16000,2026-07-17,2026-07-24,Aktif,85.71,31,-2.5,12.8
TRS-00390,Daire,Satılık,Mithatpaşa,3+1,78,2220000,2220000,2026-03-26,,Aktif,28461.54,144,0.0,50.0
TRS-00391,Ofis,Kiralık,Kızılmurat,1+0,43,4300,5000,2026-05-24,2026-05-29,Aktif,100.0,85,-14.0,42.3
TRS-00392,Müstakil Ev,Satılık,Yeşil Mahalle,3+1,124,2637000,2834000,2026-05-18,2026-07-10,Aktif,21266.13,91,-6.95,37.3
TRS-00393,Daire,Satılık,Gaziler,2+1,181,6960000,6960000,2026-05-04,,Aktif,38453.04,105,0.0,45.0
TRS-00394,Daire,Satılık,Eski Yol,2+1,155,3209000,2900000,2026-06-29,2026-08-10,Aktif,20703.23,49,10.66,16.3
